CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE326972,08/04/2021 03:23:00 PM,058XX N WAYNE AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2013,48,06,1166414,1938920,41.987973309,-87.663279156,"(41.987973309, -87.663279156)"
JE326011,08/04/2021 03:25:00 PM,014XX S SPRINGFIELD AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,Y,1011,24,08A,1150610,1892881,41.86196283,-87.722613738,"(41.86196283, -87.722613738)"
JE326054,08/04/2021 03:26:00 PM,070XX S STATE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,322,6,04A,1177506,1858207,41.766246905,-87.624932618,"(41.766246905, -87.624932618)"
JE326017,08/04/2021 03:28:00 PM,0000X W 71ST ST,041A,BATTERY,AGGRAVATED - HANDGUN,OTHER (SPECIFY),N,N,731,6,04B,1176970,1857910,41.765444001,-87.626906181,"(41.765444001, -87.626906181)"
JE326152,08/04/2021 03:30:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,111,42,06,1176338,1901346,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
JE325997,08/04/2021 03:30:00 PM,042XX W MADISON ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,1115,28,04A,1148227,1899678,41.880660786,-87.731186405,"(41.880660786, -87.731186405)"
JE326120,08/04/2021 03:30:00 PM,066XX S MARQUETTE RD,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,N,N,312,20,04A,1180714,1861135,41.77420853,-87.613084362,"(41.77420853, -87.613084362)"
JE326834,08/04/2021 03:30:00 PM,041XX N MASON AVE,0810,THEFT,OVER $500,STREET,N,N,1624,38,06,1135944,1926908,41.955610734,-87.775638976,"(41.955610734, -87.775638976)"
JE326726,08/04/2021 03:31:00 PM,011XX S CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,123,4,06,1175696,1895352,41.86821682,-87.6304532,"(41.86821682, -87.6304532)"
JE326110,08/04/2021 03:35:00 PM,079XX S WESTERN AVE,0580,STALKING,SIMPLE,SIDEWALK,N,Y,835,18,08A,1161754,1852117,41.749876545,-87.682838316,"(41.749876545, -87.682838316)"
JE326024,08/04/2021 03:40:00 PM,065XX W IRVING PARK RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,BARBERSHOP,N,N,1632,38,11,1132190,1925884,41.952866977,-87.789463625,"(41.952866977, -87.789463625)"
JE326031,08/04/2021 03:40:00 PM,058XX N WAYNE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,2013,48,06,1166414,1938920,41.987973309,-87.663279156,"(41.987973309, -87.663279156)"
JE326211,08/04/2021 03:42:00 PM,024XX W DEVON AVE,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,N,N,2412,50,06,1158730,1942408,41.997706005,-87.691445314,"(41.997706005, -87.691445314)"
JE326124,08/04/2021 03:45:00 PM,044XX S SHIELDS AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,925,3,11,1174721,1875349,41.813348838,-87.634629974,"(41.813348838, -87.634629974)"
JE326058,08/04/2021 03:55:00 PM,040XX W 115TH ST,031A,ROBBERY,ARMED - HANDGUN,APARTMENT,N,N,2211,19,03,1151290,1828011,41.683935861,-87.721810757,"(41.683935861, -87.721810757)"
JE326043,08/04/2021 03:58:00 PM,042XX W MADISON ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,N,N,1115,28,08B,1148029,1899673,41.880650875,-87.73191358,"(41.880650875, -87.73191358)"
JE333000,08/04/2021 03:59:00 PM,021XX N MASON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2515,36,06,1136384,1913631,41.919169351,-87.77433968,"(41.919169351, -87.77433968)"
JE327340,08/04/2021 04:00:00 PM,015XX N KEDZIE AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,1422,26,08A,1154748,1909875,41.908514273,-87.706968373,"(41.908514273, -87.706968373)"
JE326892,08/04/2021 04:00:00 PM,052XX S MOZART ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,923,14,05,1158260,1869877,41.798684355,-87.695158991,"(41.798684355, -87.695158991)"
JE326275,08/04/2021 04:00:00 PM,059XX N BROADWAY,0820,THEFT,$500 AND UNDER,STREET,N,N,2013,48,06,1167231,1939531,41.989632329,-87.660256521,"(41.989632329, -87.660256521)"
JE326442,08/04/2021 04:00:00 PM,002XX N KEDZIE AVE,0810,THEFT,OVER $500,STREET,N,N,1123,28,06,1155000,1901627,41.885875941,-87.7062641,"(41.885875941, -87.7062641)"
JE327090,08/04/2021 04:00:00 PM,038XX N BROADWAY,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,N,N,1925,46,11,1170230,1925816,41.951932799,-87.649628345,"(41.951932799, -87.649628345)"
JE326771,08/04/2021 04:00:00 PM,053XX S OAK PARK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SCHOOL - PUBLIC BUILDING,N,N,811,23,14,1131955,1868425,41.795195207,-87.791660496,"(41.795195207, -87.791660496)"
JE326118,08/04/2021 04:00:00 PM,017XX S STATE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,CAR WASH,N,N,131,3,07,1176606,1891893,41.858704604,-87.62721689,"(41.858704604, -87.62721689)"
JE328147,08/04/2021 04:00:00 PM,028XX E 77TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,421,7,14,1196713,1854174,41.754724423,-87.554667078,"(41.754724423, -87.554667078)"
JE327696,08/04/2021 04:00:00 PM,034XX N NEVA AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1632,38,06,1127806,1922056,41.94243771,-87.805666424,"(41.94243771, -87.805666424)"
JE326287,08/04/2021 04:00:00 PM,006XX E 101ST PL,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,N,Y,511,9,20,1182304,1837801,41.710140746,-87.607976779,"(41.710140746, -87.607976779)"
JE326509,08/04/2021 04:00:00 PM,049XX W ADAMS ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1533,28,05,1143620,1898881,41.878561173,-87.748123058,"(41.878561173, -87.748123058)"
JE334677,08/04/2021 04:00:00 PM,065XX N ASHLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,2432,40,11,1164428,1943452,42.000451645,-87.670454755,"(42.000451645, -87.670454755)"
JE326109,08/04/2021 04:02:00 PM,044XX S ARCHER AVE,4650,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,APARTMENT,N,N,821,14,26,1154768,1874661,41.811882738,-87.707837332,"(41.811882738, -87.707837332)"
JE326056,08/04/2021 04:03:00 PM,072XX S LAWNDALE AVE,4651,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,RESIDENCE,N,N,833,13,26,1152955,1856378,41.761747458,-87.714969732,"(41.761747458, -87.714969732)"
JE326096,08/04/2021 04:04:00 PM,032XX W CHICAGO AVE,1460,WEAPONS VIOLATION,POSSESS FIREARM / AMMUNITION - NO FOID CARD,STREET,Y,N,1121,27,15,1154764,1905150,41.895548122,-87.707036316,"(41.895548122, -87.707036316)"
JE326041,08/04/2021 04:04:00 PM,020XX E 95TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,413,7,04B,1191298,1842373,41.722474162,-87.574892216,"(41.722474162, -87.574892216)"
JE326082,08/04/2021 04:15:00 PM,029XX W WILCOX ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1124,27,15,1156720,1899212,41.879214285,-87.700013319,"(41.879214285, -87.700013319)"
JE327189,08/04/2021 04:15:00 PM,047XX S PAULINA ST,1570,SEX OFFENSE,PUBLIC INDECENCY,SIDEWALK,N,N,931,15,17,1165810,1873253,41.807791343,-87.667375525,"(41.807791343, -87.667375525)"
JE326133,08/04/2021 04:15:00 PM,087XX S NORMAL AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE - YARD (FRONT / BACK),N,Y,2223,21,26,1174496,1846939,41.735393611,-87.636299899,"(41.735393611, -87.636299899)"
JE326093,08/04/2021 04:15:00 PM,033XX N HALSTED ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1924,44,06,1170328,1922572,41.943028995,-87.64936326,"(41.943028995, -87.64936326)"
JE326091,08/04/2021 04:16:00 PM,015XX W JARVIS AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,2422,49,08A,1164859,1949137,42.016042228,-87.668706836,"(42.016042228, -87.668706836)"
JE326241,08/04/2021 04:16:00 PM,030XX S DRAKE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,Y,N,1032,22,26,1153184,1884161,41.837983477,-87.713396012,"(41.837983477, -87.713396012)"
JE327917,08/04/2021 04:20:00 PM,014XX W LELAND AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1913,46,06,,,,,
JE326064,08/04/2021 04:20:00 PM,070XX S MORGAN ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,733,6,26,1170859,1858210,41.766402779,-87.649296123,"(41.766402779, -87.649296123)"
JE326046,08/04/2021 04:21:00 PM,001XX E 118TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,N,N,532,9,01A,1179286,1826423,41.678987141,-87.619374506,"(41.678987141, -87.619374506)"
JE326122,08/04/2021 04:22:00 PM,079XX S YALE AVE,2022,NARCOTICS,POSSESS - COCAINE,SIDEWALK,Y,N,623,17,18,1175993,1852362,41.7502416,-87.630653273,"(41.7502416, -87.630653273)"
JE328161,08/04/2021 04:23:00 PM,073XX S WOOD ST,0810,THEFT,OVER $500,STREET,N,N,735,17,06,1165625,1855917,41.760223095,-87.668545657,"(41.760223095, -87.668545657)"
JE326784,08/04/2021 04:30:00 PM,044XX W CORTLAND ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2533,36,06,1146304,1912254,41.915207506,-87.737927089,"(41.915207506, -87.737927089)"
JE326968,08/04/2021 04:30:00 PM,010XX N LEAMINGTON AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,N,Y,1531,37,20,1141837,1906459,41.899389299,-87.754482247,"(41.899389299, -87.754482247)"
JE326398,08/04/2021 04:30:00 PM,102XX S COTTAGE GROVE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,511,8,03,1182788,1837312,41.708787667,-87.606219428,"(41.708787667, -87.606219428)"
JE326125,08/04/2021 04:30:00 PM,037XX N OCONTO AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,1631,38,08A,1127074,1924093,41.948039814,-87.808311058,"(41.948039814, -87.808311058)"
JE326145,08/04/2021 04:30:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,111,42,06,1176338,1901346,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
JE326098,08/04/2021 04:32:00 PM,053XX S PULASKI RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,815,23,06,1150608,1868915,41.796196948,-87.723245847,"(41.796196948, -87.723245847)"
JE326198,08/04/2021 04:42:00 PM,038XX W POLK ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,N,N,1133,24,15,1150931,1896092,41.870767914,-87.72135136,"(41.870767914, -87.72135136)"
JE326579,08/04/2021 04:45:00 PM,051XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,233,5,08B,1183121,1870994,41.801206832,-87.60395424,"(41.801206832, -87.60395424)"
JE326135,08/04/2021 04:50:00 PM,052XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1523,28,08B,1141617,1900253,41.882363356,-87.755443834,"(41.882363356, -87.755443834)"
JE326187,08/04/2021 04:55:00 PM,008XX W ARMITAGE AVE,0560,ASSAULT,SIMPLE,STREET,N,N,1812,43,08A,1170550,1913517,41.918176801,-87.648813019,"(41.918176801, -87.648813019)"
JE326130,08/04/2021 04:55:00 PM,016XX N CENTRAL AVE,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,2531,29,03,1138791,1910249,41.909845362,-87.765578192,"(41.909845362, -87.765578192)"
JE326131,08/04/2021 04:59:00 PM,048XX W GRAND AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2533,36,08B,1143242,1912221,41.915174731,-87.749177508,"(41.915174731, -87.749177508)"
JE326271,08/04/2021 05:00:00 PM,0000X E GARFIELD BLVD,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,225,20,08A,1177818,1868450,41.794347692,-87.623479103,"(41.794347692, -87.623479103)"
JE328085,08/04/2021 05:00:00 PM,032XX N CLIFTON AVE,0810,THEFT,OVER $500,STREET,N,N,1924,44,06,1168051,1921585,41.940370174,-87.657760892,"(41.940370174, -87.657760892)"
JE326209,08/04/2021 05:00:00 PM,011XX S CANAL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,Y,124,25,08B,1173307,1895355,41.868278395,-87.639223526,"(41.868278395, -87.639223526)"
JE326285,08/04/2021 05:00:00 PM,012XX W 96TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2213,21,14,1169828,1841000,41.719198602,-87.653573414,"(41.719198602, -87.653573414)"
JE326346,08/04/2021 05:00:00 PM,015XX N LECLAIRE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,2533,37,08A,1142092,1909755,41.908429173,-87.753463788,"(41.908429173, -87.753463788)"
JE326255,08/04/2021 05:00:00 PM,011XX E 82ND ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),N,N,411,8,11,1185104,1850849,41.745880737,-87.597314236,"(41.745880737, -87.597314236)"
JE326685,08/04/2021 05:00:00 PM,014XX W JUNEWAY TER,0820,THEFT,$500 AND UNDER,STREET,N,N,2422,49,06,1165219,1951397,42.02223602,-87.667317442,"(42.02223602, -87.667317442)"
JE326426,08/04/2021 05:00:00 PM,100XX S STATE ST,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,511,9,08A,1178026,1838499,41.712153976,-87.623622364,"(41.712153976, -87.623622364)"
JE326322,08/04/2021 05:00:00 PM,010XX N CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VACANT LOT / LAND,N,Y,1531,37,14,1144172,1906455,41.89933477,-87.74590582,"(41.89933477, -87.74590582)"
JE327443,08/04/2021 05:00:00 PM,051XX W FULTON ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,Y,Y,1532,28,26,1142241,1901461,41.885666704,-87.753122478,"(41.885666704, -87.753122478)"
JE326154,08/04/2021 05:04:00 PM,013XX W TOUHY AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,N,2423,49,04A,1166018,1947969,42.012812446,-87.664475673,"(42.012812446, -87.664475673)"
JE326189,08/04/2021 05:21:00 PM,111XX S NORMAL AVE,2027,NARCOTICS,POSSESS - CRACK,STREET,Y,N,2233,34,18,1174951,1830970,41.691562293,-87.635107389,"(41.691562293, -87.635107389)"
JE326159,08/04/2021 05:23:00 PM,054XX W JACKSON BLVD,0325,ROBBERY,VEHICULAR HIJACKING,STREET,N,N,1522,29,03,1140357,1898140,41.876588202,-87.760122455,"(41.876588202, -87.760122455)"
JE326332,08/04/2021 05:25:00 PM,014XX W LELAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1913,46,08B,1165640,1931304,41.967091338,-87.666344089,"(41.967091338, -87.666344089)"
JE326253,08/04/2021 05:30:00 PM,062XX S MOZART ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,823,16,06,1158449,1863219,41.780410029,-87.694647266,"(41.780410029, -87.694647266)"
JE326850,08/04/2021 05:30:00 PM,078XX S RIDGELAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),N,N,414,8,08A,1189232,1853285,41.752467457,-87.582110703,"(41.752467457, -87.582110703)"
JE326201,08/04/2021 05:30:00 PM,044XX S ST LOUIS AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,821,14,08A,1153816,1874990,41.81280452,-87.711320535,"(41.81280452, -87.711320535)"
JE326889,08/04/2021 05:30:00 PM,002XX E 111TH ST,0810,THEFT,OVER $500,OTHER (SPECIFY),N,N,531,9,06,1179719,1831409,41.692659589,-87.617637943,"(41.692659589, -87.617637943)"
JE326228,08/04/2021 05:32:00 PM,062XX S MOZART ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,823,16,08B,1158449,1863219,41.780410029,-87.694647266,"(41.780410029, -87.694647266)"
JE326193,08/04/2021 05:34:00 PM,056XX W ADDISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,1633,36,14,1138069,1923370,41.945863902,-87.767912706,"(41.945863902, -87.767912706)"
JE326181,08/04/2021 05:40:00 PM,090XX S HOUSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,424,10,14,1198092,1845668,41.731348966,-87.549897359,"(41.731348966, -87.549897359)"
JE326190,08/04/2021 05:41:00 PM,040XX S ROCKWELL ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,N,Y,921,12,26,1159708,1877460,41.819463443,-87.689640551,"(41.819463443, -87.689640551)"
JE326185,08/04/2021 05:43:00 PM,057XX S SEELEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,715,15,14,1163674,1866600,41.789579841,-87.675396591,"(41.789579841, -87.675396591)"
JE326219,08/04/2021 05:45:00 PM,017XX N CICERO AVE,031A,ROBBERY,ARMED - HANDGUN,RESIDENCE,N,N,2533,37,03,1144133,1911099,41.912079145,-87.745932263,"(41.912079145, -87.745932263)"
JE327113,08/04/2021 05:45:00 PM,085XX S COLFAX AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,423,7,05,1194981,1848844,41.74014132,-87.561189495,"(41.74014132, -87.561189495)"
JE326197,08/04/2021 05:46:00 PM,079XX S LOOMIS BLVD,0460,BATTERY,SIMPLE,RESIDENCE,N,N,612,21,08B,1168379,1852018,41.749464866,-87.658564262,"(41.749464866, -87.658564262)"
JE329166,08/04/2021 05:50:00 PM,026XX W EASTWOOD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1911,47,06,1157775,1930733,41.965688852,-87.695278347,"(41.965688852, -87.695278347)"
JE326205,08/04/2021 05:54:00 PM,0000X E 100TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,511,9,04B,1178390,1838682,41.712647912,-87.622283767,"(41.712647912, -87.622283767)"
JE326675,08/04/2021 05:57:00 PM,104XX S CENTRAL PARK AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,2211,19,26,1154186,1835111,41.703362733,-87.711021507,"(41.703362733, -87.711021507)"
JE326210,08/04/2021 05:58:00 PM,024XX W HARRISON ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,1135,28,03,1160160,1897292,41.873875275,-87.687435256,"(41.873875275, -87.687435256)"
JE326643,08/04/2021 06:00:00 PM,069XX N WOLCOTT AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2424,49,06,1162363,1945746,42.006790059,-87.677986853,"(42.006790059, -87.677986853)"
JE326364,08/04/2021 06:00:00 PM,024XX W 79TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,835,18,06,1161588,1852172,41.750030916,-87.683445092,"(41.750030916, -87.683445092)"
JE327107,08/04/2021 06:00:00 PM,027XX N ELSTON AVE,0810,THEFT,OVER $500,DEPARTMENT STORE,N,N,1432,32,06,1160225,1918239,41.931354176,-87.686616821,"(41.931354176, -87.686616821)"
JE326522,08/04/2021 06:00:00 PM,003XX S DEARBORN ST,0820,THEFT,$500 AND UNDER,STREET,N,N,113,4,06,1175987,1898766,41.877578503,-87.629282088,"(41.877578503, -87.629282088)"
JE326240,08/04/2021 06:00:00 PM,039XX W WASHINGTON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,N,N,1122,28,07,1150075,1900126,41.881854367,-87.724388981,"(41.881854367, -87.724388981)"
JE326749,08/04/2021 06:00:00 PM,096XX S LOWE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,2223,21,06,1173671,1840870,41.718757736,-87.639501581,"(41.718757736, -87.639501581)"
JE328170,08/04/2021 06:00:00 PM,058XX W CORNELIA AVE,0810,THEFT,OVER $500,STREET,N,N,1633,36,06,1136767,1922676,41.943982963,-87.772715168,"(41.943982963, -87.772715168)"
JE326855,08/04/2021 06:00:00 PM,021XX S ARCHER AVE,0610,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,N,N,914,25,05,1175113,1890116,41.853861952,-87.632750343,"(41.853861952, -87.632750343)"
JE327180,08/04/2021 06:00:00 PM,057XX S MARYLAND AVE,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING / GROUNDS,N,N,235,5,08A,1182884,1867234,41.790894592,-87.604940233,"(41.790894592, -87.604940233)"
JE327479,08/04/2021 06:00:00 PM,019XX W LELAND AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1912,47,06,1162375,1931220,41.966929957,-87.678351418,"(41.966929957, -87.678351418)"
JE335245,08/04/2021 06:00:00 PM,063XX N MC CORMICK RD,1120,DECEPTIVE PRACTICE,FORGERY,BANK,N,N,1711,50,10,1153159,1941938,41.996529069,-87.711951622,"(41.996529069, -87.711951622)"
JE326229,08/04/2021 06:05:00 PM,044XX W FULLERTON AVE,031A,ROBBERY,ARMED - HANDGUN,GAS STATION,N,N,2524,31,03,1146203,1915585,41.924350021,-87.738213231,"(41.924350021, -87.738213231)"
JE326297,08/04/2021 06:10:00 PM,072XX S SPAULDING AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",RESIDENCE,N,Y,831,17,08B,1155624,1856417,41.761801414,-87.705186419,"(41.761801414, -87.705186419)"
JE332660,08/04/2021 06:15:00 PM,0000X E RANDOLPH ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,111,42,06,1176550,1901291,41.884494554,-87.627138636,"(41.884494554, -87.627138636)"
JE326352,08/04/2021 06:16:00 PM,028XX W 19TH ST,0554,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",HOSPITAL BUILDING / GROUNDS,Y,N,1022,12,08A,1157372,1890584,41.855524939,-87.6978538,"(41.855524939, -87.6978538)"
JE326311,08/04/2021 06:20:00 PM,031XX S KOSTNER AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,N,N,1031,22,04A,1147562,1883379,41.835947057,-87.734045986,"(41.835947057, -87.734045986)"
JE328041,08/04/2021 06:30:00 PM,019XX E HAYES DR,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,PARK PROPERTY,N,N,331,5,04B,1190636,1863546,41.780590713,-87.57663492,"(41.780590713, -87.57663492)"
JE327584,08/04/2021 06:30:00 PM,022XX W NORTH AVE,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",STREET,N,N,1434,32,07,1161362,1910608,41.910390576,-87.682651328,"(41.910390576, -87.682651328)"
JE326266,08/04/2021 06:30:00 PM,025XX S RIDGEWAY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,N,1013,22,26,1151778,1886902,41.845532857,-87.718483321,"(41.845532857, -87.718483321)"
JE326994,08/04/2021 06:30:00 PM,063XX N SPOKANE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,Y,1621,39,26,1139610,1941679,41.99607733,-87.761799484,"(41.99607733, -87.761799484)"
JE326265,08/04/2021 06:30:00 PM,006XX N RACINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,Y,Y,1215,27,14,1168266,1904748,41.894163842,-87.657458381,"(41.894163842, -87.657458381)"
JE326294,08/04/2021 06:30:00 PM,028XX S HALSTED ST,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,N,Y,914,11,04B,1171427,1886062,41.842819167,-87.646398276,"(41.842819167, -87.646398276)"
JE326335,08/04/2021 06:38:00 PM,052XX W CONGRESS PKWY,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,N,N,1522,29,18,1141503,1897180,41.87393276,-87.755938363,"(41.87393276, -87.755938363)"
JE326361,08/04/2021 06:53:00 PM,002XX N LECLAIRE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1532,28,08B,1142336,1901138,41.884778589,-87.752781639,"(41.884778589, -87.752781639)"
JE326378,08/04/2021 06:56:00 PM,085XX S EGGLESTON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,622,21,26,1174373,1848296,41.73912013,-87.63671028,"(41.73912013, -87.63671028)"
